"Dataset.Name","dataset.index","ID","Species","Treatment","Patients","Cells","Platform","Pri...Meta","PMID","major.cts","minor.cts","malignant.cts","endo.ist","folder_size","ISCVAM_simple","pipeline_interactively","pipeline_without_targets_HPC","pipeline_without_targets_Mac","Number_of_cells","gse_only","cancer.type","glioma.in.gaby","notes","running.time.job.array","JobID","outputFile.name","dataset.name","numb.of.cells","running.time","JobName","Partition","Account","AllocCPUS","State","ExitCode","Elapsed","MaxRSS","MaxVMSize","ReqMem","TotalCPU","file.size","date.modification","time.modification","file.name","State_h5","secondStage_JobID","secondStage_batch.job","secondStage_JobName","secondStage_AllocCPUS","secondStage_State","secondStage_Elapsed","secondStage_ReqMem","secondStage_ReqTRES","secondStage_TotalCPU","secondStage_date.process","secondStage_State_clean","secondStage_ReqMem_clean","secondStage_ReqTRES_clean","secondStage_CPU.time.used","secondStage_DiskSpaceUsed_clean","secondStage_PhysicalMemoryUsed_clean","secondStage_VirtualMemoryUsed_clean","secondStage_h5.name","h5_fileSize","h5_filename","secondStage_h5.completed"
"CRC_GSE146771_Smartseq2",77,"T010027","Human","None",10,"10,468","Smart-seq2","Primary","32302573","B, CD4Tconv, CD8T, CD8Tex, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Teff, CD8Tex, Endothelial, Fibroblasts, M1, Malignant, Mast, Monocyte, NK, Plasma, Tfh, Tprolif, Treg","Immune cells, Malignant cells, Stromal cells",TRUE,378.9,NA,NA,"",NA,10468,"GSE146771","CRC",FALSE,"",NA,"7589699_77","array_7589699_77.out","CRC_GSE146771_Smartseq2","10468","39.93745377","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:40:01",NA,NA,"24000M","40:14.5","212M","6-Aug","15:51","CRC_GSE146771_Smartseq2.pipeline.h5","COMPLETED","7724024_77",7724024,"array",24,"COMPLETED","0:14:40","48000M","billing=2+","15:09.1",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:15:08 cpu=00:00:00"," fs/disk=1434323375 fs/disk=2332"," mem=17891484K mem=0"," vmem=19937.50M vmem=0","CRC_GSE146771_Smartseq2.secondStage.h5","233M","CRC_GSE146771_Smartseq2.secondStage.h5","yes"
"Glioma_GSE141383",78,"T020105","Human","Immunotherapy",6,"10,502","Microwell-seq","Primary","34011400","Endothelial, Fibroblasts, Malignant, Mono/Macro, Oligodendrocyte","Endothelial, Fibroblasts, Malignant, Mono/Macro, Oligodendrocyte","Immune cells, Malignant cells, Others, Stromal cells",TRUE,122.1,NA,NA,"29.63365804",NA,10502,"GSE141383","Glioma",FALSE,"",NA,"7589699_78","array_7589699_78.out","Glioma_GSE141383","10502","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:29:15",NA,NA,"24000M","29:20.6","59M","6-Aug","15:51","Glioma_GSE141383.pipeline.h5","COMPLETED","7724024_78",7724024,"array",24,"COMPLETED","0:09:39","48000M","billing=2+","09:56.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:09:56 cpu=00:00:00"," fs/disk=1156062310 fs/disk=2332"," mem=7533652K mem=0"," vmem=9087500K vmem=0","Glioma_GSE141383.secondStage.h5","80M","Glioma_GSE141383.secondStage.h5","yes"
"CHOL_GSE142784",79,"T020094","Human","None",2,"10,535","10x Genomics","Primary","32505533","CD8T, Cholangiocyte, Endothelial, Fibroblasts, Hepatocytes, Malignant, Mono/Macro, Myofibroblasts","CD8Tex, Cholangiocyte, Endothelial, Fibroblasts, Hepatocytes, M1, Malignant, Monocyte, Myofibroblasts","Immune cells, Malignant cells, Stromal cells",TRUE,199.9,NA,NA,"",NA,10535,"GSE142784","CHOL",FALSE,"",NA,"7589699_79","array_7589699_79.out","CHOL_GSE142784","10526","30.70719411","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:30:47",NA,NA,"24000M","30:53.3","84M","6-Aug","15:51","CHOL_GSE142784.pipeline.h5","COMPLETED","7724024_79",7724024,"array",24,"COMPLETED","0:12:05","48000M","billing=2+","12:34.2",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:12:34 cpu=00:00:00"," fs/disk=1281628843 fs/disk=2332"," mem=13320232K mem=0"," vmem=15046296K vmem=0","CHOL_GSE142784.secondStage.h5","112M","CHOL_GSE142784.secondStage.h5","yes"
"BRCA_GSE150660",80,"T020090","Human","None",3,"10,605","10x Genomics","Metastatic","32675368","B, CD4Tconv, CD8T, DC, Malignant, Mono/Macro, NK","B, CD4Tn, CD8Tcm, cDC2, M1, Malignant, Monocyte, NK","Immune cells, Malignant cells",FALSE,148.6,NA,NA,"",NA,10605,"GSE150660","BRCA",FALSE,"",NA,"7589699_80","array_7589699_80.out","BRCA_GSE150660","10605","27.78141321","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:27:51",NA,NA,"24000M","27:58.8","63M","6-Aug","15:51","BRCA_GSE150660.pipeline.h5","COMPLETED","7724024_80",7724024,"array",24,"COMPLETED","0:09:34","48000M","billing=2+","09:50.5",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:09:51 cpu=00:00:00"," fs/disk=1183777145 fs/disk=2332"," mem=5820784K mem=0"," vmem=7352352K vmem=0","BRCA_GSE150660.secondStage.h5","81M","BRCA_GSE150660.secondStage.h5","yes"
"ALL_GSE154109",81,"T020083","Human","None",7,"10,800","10x Genomics","Primary","32692727","B, CD8T, EryPro, Malignant, Mono/Macro, NK","B, CD8Tcm, CD8Tn, EryPro, Malignant, Monocyte, NK","Immune cells, Malignant cells",FALSE,132.6,NA,NA,"",NA,10800,"GSE154109","ALL",FALSE,"",NA,"7589709_81","array_7589709_81.out","ALL_GSE154109","found","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:00:18",NA,NA,"24000M","00:14.7","62M","16-Aug","15:29","ALL_GSE154109.pipeline.h5","COMPLETED","7724024_81",7724024,"array",24,"COMPLETED","0:08:36","48000M","billing=2+","08:56.6",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:08:55 cpu=00:00:00"," fs/disk=1145678235 fs/disk=2332"," mem=6717500K mem=0"," vmem=8131532K vmem=0","ALL_GSE154109.secondStage.h5","83M","ALL_GSE154109.secondStage.h5","yes"
"NSCLC_GSE146100",82,"T020139","Human","Immunotherapy",1,"10,996","10x Genomics","Primary","33820821","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, NK, Treg","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, NK, Treg","Immune cells, Stromal cells",TRUE,207.4,NA,NA,"",NA,10996,"GSE146100","NSCLC",FALSE,"",NA,"7589709_82","array_7589709_82.out","NSCLC_GSE146100","10996","31.48941092","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:31:33",NA,NA,"24000M","31:40.1","90M","6-Aug","15:52","NSCLC_GSE146100.pipeline.h5","COMPLETED","7724024_82",7724024,"array",24,"COMPLETED","0:11:57","48000M","billing=2+","12:21.6",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:12:21 cpu=00:00:00"," fs/disk=1283836199 fs/disk=2332"," mem=16051460K mem=0"," vmem=17802444K vmem=0","NSCLC_GSE146100.secondStage.h5","117M","NSCLC_GSE146100.secondStage.h5","yes"
"MCC_GSE118056_aPDL1",83,"T010051","Human","Immunotherapy",1,"11,024","10x Genomics","Primary","30250229","B, CD4Tconv, CD8T, CD8Tex, DC, Malignant, Mono/Macro, Myofibroblasts, NK","B, CD4Tn, CD8Tcm, CD8Tex, cDC2, M1, Malignant, Monocyte, Myofibroblasts, NK","Immune cells, Malignant cells, Stromal cells",FALSE,259.9,NA,NA,"",NA,11024,"GSE118056","MCC",FALSE,"",NA,"7589709_83","array_7589709_83.out","MCC_GSE118056_aPDL1","11024","34.60630786","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:34:41",NA,NA,"24000M","34:51.8","101M","6-Aug","15:52","MCC_GSE118056_aPDL1.pipeline.h5","COMPLETED","7724024_83",7724024,"array",24,"COMPLETED","0:10:36","48000M","billing=2+","10:59.6",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:10:58 cpu=00:00:00"," fs/disk=1235738314 fs/disk=2332"," mem=11193940K mem=0"," vmem=13070940K vmem=0","MCC_GSE118056_aPDL1.secondStage.h5","117M","MCC_GSE118056_aPDL1.secondStage.h5","yes"
"CRC_GSE108989",84,"T010020","Human","None",12,"11,125","Smart-seq2","Primary","30479382","CD4Tconv, CD8T, CD8Tex, Tprolif, Treg","CD4Tn, CD8Tcm, CD8Teff, CD8Tex, Tfh, Th1, Th17, Tprolif, Treg","Immune cells",FALSE,312.4,NA,NA,"",NA,11125,"GSE108989","CRC",FALSE,"",NA,"7589709_84","array_7589709_84.out","CRC_GSE108989","11125","30.99776404","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:31:05",NA,NA,"24000M","31:14.2","155M","6-Aug","15:51","CRC_GSE108989.pipeline.h5","COMPLETED","7724024_84",7724024,"array",24,"COMPLETED","0:10:45","48000M","billing=2+","11:09.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:11:09 cpu=00:00:00"," fs/disk=1208759445 fs/disk=2332"," mem=15654904K mem=0"," vmem=17685892K vmem=0","CRC_GSE108989.secondStage.h5","163M","CRC_GSE108989.secondStage.h5","yes"
"MM_GSE151310",85,"T020128","Human","None",5,"11,201","10x Genomics","Primary, Relapsed","33278564","CD4Tconv, CD8T, CD8Tex, Tprolif","CD4Tn, CD8Tcm, CD8Teff, CD8Tex, CD8Tn, Tfh, Th1, Th17, Tprolif","Immune cells, Stromal cells",FALSE,696.2,NA,NA,"",NA,11201,"GSE151310","MM",FALSE,"",NA,"7589709_85","array_7589709_85.out","MM_GSE151310","55922","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:48:01",NA,NA,"24000M","1:47:54","226M","16-Aug","15:29","MM_GSE151310.pipeline.h5","COMPLETED","7724024_85",7724024,"array",24,"OUT_OF_ME+","0:40:21","48000M","billing=2+","41:15.5",912,"OUT_OF_ME+ OUT_OF_ME+ COMPLETED","48000M  ","billing=2+  "," cpu=00:41:16 cpu=00:00:00"," fs/disk=3130600647 fs/disk=2332"," mem=43545916K mem=0"," vmem=493246+ vmem=0",NA,NA,NA,NA
"OV_GSE130000",86,"T020150","Human","None",8,"11,215","Drop-seq","Primary, Metastatic","34992217","CD8Tex, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts","CD8Tex, Fibroblasts, M1, Malignant, Myofibroblasts","Immune cells, Malignant cells, Stromal cells",FALSE,148,NA,NA,"",NA,11215,"GSE130000","OV",FALSE,"",NA,"7589709_86","array_7589709_86.out","OV_GSE130000","11215","36.61726989","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:36:42",NA,NA,"24000M","36:49.1","69M","6-Aug","15:52","OV_GSE130000.pipeline.h5","COMPLETED","7724024_86",7724024,"array",24,"COMPLETED","0:10:57","48000M","billing=2+","11:18.1",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:11:18 cpu=00:00:00"," fs/disk=1246592816 fs/disk=2332"," mem=12695328K mem=0"," vmem=14335036K vmem=0","OV_GSE130000.secondStage.h5","95M","OV_GSE130000.secondStage.h5","yes"
"NHL_GSE147944",87,"T020134","Human","None",3,"11,245","10x Genomics","Primary","32438399","B, CD8T, Endothelial, Epithelial, Fibroblasts, Mono/Macro, Pericytes, Plasma, Tprolif","B, CD8Tcm, cDC2, Endothelial, Epithelial, Fibroblasts, M1, M2, Pericytes, Plasma, Tprolif","Immune cells, Stromal cells",TRUE,213,NA,NA,"",NA,11245,"GSE147944","NHL",FALSE,"",NA,"7589709_87","array_7589709_87.out","NHL_GSE147944","11245","31.4729968","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:31:32",NA,NA,"24000M","31:41.8","95M","6-Aug","15:52","NHL_GSE147944.pipeline.h5","COMPLETED","7724024_87",7724024,"array",24,"COMPLETED","0:11:20","48000M","billing=2+","11:48.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:11:49 cpu=00:00:00"," fs/disk=1312671080 fs/disk=2332"," mem=12931788K mem=0"," vmem=14694612K vmem=0","NHL_GSE147944.secondStage.h5","126M","NHL_GSE147944.secondStage.h5","yes"
"KIRC_GSE171306",88,"T020120","Human","None",2,"11,427","10x Genomics","Primary","34168986","CD4Tconv, CD8T, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Neutrophils, NK, Tprolif","CD4Tconv, CD8T, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Neutrophils, NK, Tprolif","Immune cells, Malignant cells, Stromal cells",TRUE,212.5,NA,NA,"",NA,11427,"GSE171306","KIRC",FALSE,"",NA,"7589709_88","array_7589709_88.out","KIRC_GSE171306","11427","32.99117983","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:33:02",NA,NA,"24000M","33:11.9","94M","6-Aug","15:52","KIRC_GSE171306.pipeline.h5","COMPLETED","7724024_88",7724024,"array",24,"COMPLETED","0:11:35","48000M","billing=2+","12:04.5",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:12:04 cpu=00:00:00"," fs/disk=1313478399 fs/disk=2332"," mem=13863768K mem=0"," vmem=15673360K vmem=0","KIRC_GSE171306.secondStage.h5","122M","KIRC_GSE171306.secondStage.h5","yes"
"NSCLC_GSE117570",89,"T010057","Human","None",4,"11,453","10x Genomics","Primary","31033233","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Malignant, Mono/Macro, NK, Plasma","B, CD8Teff, Endothelial, Epithelial, M1, M2, Malignant, Monocyte, NK, pDC, Plasma, Th2","Immune cells, Malignant cells, Stromal cells",TRUE,155,NA,NA,"",NA,11453,"GSE117570","NSCLC",FALSE,"",NA,"7589709_89","array_7589709_89.out","NSCLC_GSE117570","11453","30.87708029","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:30:56",NA,NA,"24000M","31:03.8","73M","6-Aug","15:52","NSCLC_GSE117570.pipeline.h5","COMPLETED","7724024_89",7724024,"array",24,"COMPLETED","0:10:34","48000M","billing=2+","10:54.1",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:10:54 cpu=00:00:00"," fs/disk=1316838074 fs/disk=2332"," mem=11506584K mem=0"," vmem=13247480K vmem=0","NSCLC_GSE117570.secondStage.h5","99M","NSCLC_GSE117570.secondStage.h5","yes"
"Glioma_GSE139448",90,"T010034","Human","None",3,"12,152","10x Genomics","Primary","32004492","Endothelial, Malignant, Mast, Mono/Macro","Endothelial, M1, Malignant, Mast, Monocyte","Immune cells, Malignant cells, Stromal cells",TRUE,260.1,NA,NA,"40.20072714",NA,12152,"GSE139448","Glioma",TRUE,"number of cells = 13469",NA,"7589709_90","array_7589709_90.out","Glioma_GSE139448","13469","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:39:38",NA,NA,"24000M","39:51.6","96M","6-Aug","15:51","Glioma_GSE139448.pipeline.h5","COMPLETED","7724024_90",7724024,"array",24,"COMPLETED","0:14:37","48000M","billing=2+","15:17.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:15:16 cpu=00:00:00"," fs/disk=1359491449 fs/disk=2332"," mem=21593128K mem=0"," vmem=23786768K vmem=0","Glioma_GSE139448.secondStage.h5","112M","Glioma_GSE139448.secondStage.h5","yes"
"NSCLC_GSE143423",91,"T010062","Human","None",3,"12,193","10x Genomics","Metastatic","None","0","0","Immune cells, Malignant cells, Others, Stromal cells",FALSE,0,NA,NA,"",NA,12193,"GSE143423","NSCLC",FALSE,"",NA,"7589715_91","array_7589715_91.out","NSCLC_GSE143423","found","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:00:16",NA,NA,"24000M","00:14.3","80M","16-Aug","17:00","NSCLC_GSE143423.pipeline.h5","COMPLETED","7724024_91",7724024,"array",24,"COMPLETED","0:12:02","48000M","billing=2+","12:32.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:12:32 cpu=00:00:00"," fs/disk=1249099069 fs/disk=2332"," mem=15642748K mem=0"," vmem=17535860K vmem=0","NSCLC_GSE143423.secondStage.h5","97M","NSCLC_GSE143423.secondStage.h5","yes"
"PPB_GSE163678",92,"T020175","Human","None",1,"12,239","10x Genomics","Primary","None","Endothelial, Malignant, Mono/Macro, Pericytes","Endothelial, Malignant, Mono/Macro, Pericytes","Immune cells, Malignant cells, Stromal cells",TRUE,325.7,NA,NA,"",NA,12239,"GSE163678","PPB",FALSE,"",NA,"7589715_92","array_7589715_92.out","PPB_GSE163678","12239","36.80436285","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:36:53",NA,NA,"24000M","37:01.8","108M","6-Aug","15:52","PPB_GSE163678.pipeline.h5","COMPLETED","7724024_92",7724024,"array",24,"COMPLETED","0:14:05","48000M","billing=2+","14:50.0",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:14:49 cpu=00:00:00"," fs/disk=1292813768 fs/disk=2332"," mem=19071532K mem=0"," vmem=21165288K vmem=0","PPB_GSE163678.secondStage.h5","119M","PPB_GSE163678.secondStage.h5","yes"
"NSCLC_GSE99254",93,"T010063","Human","None",14,"12,346","Smart-seq2","Primary","29942094","CD4Tconv, CD8T, CD8Tex, Mono/Macro, Tprolif, Treg","CD4Teff, CD4Tn, CD8Tcm, CD8Teff, CD8Tex, Monocyte, Tfh, Th1, Th17, Tprolif, Treg","Immune cells",FALSE,287.1,NA,NA,"",NA,12346,"GSE99254","NSCLC",FALSE,"",NA,"7589715_93","array_7589715_93.out","NSCLC_GSE99254","12344","32.54339362","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:32:37",NA,NA,"24000M","32:48.8","147M","6-Aug","15:52","NSCLC_GSE99254.pipeline.h5","COMPLETED","7724024_93",7724024,"array",24,"COMPLETED","0:11:26","48000M","billing=2+","11:46.9",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:11:46 cpu=00:00:00"," fs/disk=1241166238 fs/disk=2332"," mem=15296924K mem=0"," vmem=17408944K vmem=0","NSCLC_GSE99254.secondStage.h5","154M","NSCLC_GSE99254.secondStage.h5","yes"
"GCTB_GSE168664",94,"T020104","Human","None",1,"12,380","10x Genomics","Primary","None","CD8T, Endothelial, Fibroblasts, Mono/Macro, Tprolif","CD8T, Endothelial, Fibroblasts, Mono/Macro, Tprolif","Immune cells, Stromal cells",TRUE,300.3,NA,NA,"",NA,12380,"GSE168664","GCTB",FALSE,"",NA,"7589715_94","array_7589715_94.out","GCTB_GSE168664","12380","32.13589711","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:32:13",NA,NA,"24000M","32:23.9","110M","6-Aug","15:51","GCTB_GSE168664.pipeline.h5","COMPLETED","7724024_94",7724024,"array",24,"COMPLETED","0:14:09","48000M","billing=2+","14:49.4",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:14:48 cpu=00:00:00"," fs/disk=1363796234 fs/disk=2332"," mem=19950740K mem=0"," vmem=22038588K vmem=0","GCTB_GSE168664.secondStage.h5","134M","GCTB_GSE168664.secondStage.h5","yes"
"Glioma_GSE135437",95,"T010032","Human","None",19,"12,559","mCEL-Seq2","Primary, Metastatic","31740814","CD8T, Microglia, Mono/Macro, Oligodendrocyte","CD8Tcm, Microglia, Monocyte, Oligodendrocyte","Immune cells, Others",FALSE,174.5,NA,NA,"28.43052409",NA,12559,"GSE135437","Glioma",TRUE,"",NA,"7589715_95","array_7589715_95.out","Glioma_GSE135437","12559","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:28:21",NA,NA,"24000M","28:27.3","62M","6-Aug","15:51","Glioma_GSE135437.pipeline.h5","COMPLETED","7724024_95",7724024,"array",24,"COMPLETED","0:12:29","48000M","billing=2+","12:55.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:12:56 cpu=00:00:00"," fs/disk=1258743622 fs/disk=2332"," mem=13959480K mem=0"," vmem=15817696K vmem=0","Glioma_GSE135437.secondStage.h5","81M","Glioma_GSE135437.secondStage.h5","yes"
"UVM_GSE138433",96,"T020187","Human","None",6,"12,682","10x Genomics","Primary","33462406","CD8T, Endothelial, Malignant, Mono/Macro","CD8T, Endothelial, Malignant, Mono/Macro","Immune cells, Malignant cells, Stromal cells",TRUE,224.6,NA,NA,"",NA,12682,"GSE138433","UVM",FALSE,"",NA,"7589715_96","array_7589715_96.out","UVM_GSE138433","12682","46.6675749","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:46:45",NA,NA,"24000M","46:48.8","85M","6-Aug","15:52","UVM_GSE138433.pipeline.h5","COMPLETED","7724024_96",7724024,"array",24,"COMPLETED","0:11:29","48000M","billing=2+","11:58.5",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:11:59 cpu=00:00:00"," fs/disk=1254247269 fs/disk=2332"," mem=14590580K mem=0"," vmem=16460004K vmem=0","UVM_GSE138433.secondStage.h5","102M","UVM_GSE138433.secondStage.h5","yes"
"UCEC_GSE139555",97,"T010080","Human","None",3,"12,758","10x Genomics","Primary","32103181","CD4Tconv, CD8T, CD8Tex, Fibroblasts, Tprolif, Treg","CD4Teff, CD8Tcm, CD8Teff, CD8Tem, CD8Tex, Fibroblasts, Others, Th1, Th17, Tprolif, Treg","Immune cells, Stromal cells",FALSE,91.8,NA,NA,"",NA,12758,"GSE139555","UCEC",FALSE,"",NA,"7589715_97","array_7589715_97.out","UCEC_GSE139555","12758","28.10816653","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:28:11",NA,NA,"24000M","28:09.9","35M","6-Aug","15:52","UCEC_GSE139555.pipeline.h5","COMPLETED","7724024_97",7724024,"array",24,"COMPLETED","0:07:47","48000M","billing=2+","07:57.0",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:07:56 cpu=00:00:00"," fs/disk=1093508746 fs/disk=2332"," mem=7580612K mem=0"," vmem=9129060K vmem=0","UCEC_GSE139555.secondStage.h5","40M","UCEC_GSE139555.secondStage.h5","yes"
"NSCLC_GSE179373",98,"T020147","Human","None",3,"12,930","10x Genomics","Primary","35584630","CD4Tconv, CD8T, CD8Tex","CD4Tconv, CD4Tn, CD8Tcm, CD8Teff, CD8Tem, CD8Tex, MAIT, Th2","Immune cells",FALSE,156.5,NA,NA,"",NA,12930,"GSE179373","NSCLC",TRUE,"",NA,"7589715_98","array_7589715_98.out","NSCLC_GSE179373","12930","32.8629186","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:32:56",NA,NA,"24000M","32:58.3","59M","6-Aug","15:52","NSCLC_GSE179373.pipeline.h5","COMPLETED","7724024_98",7724024,"array",24,"COMPLETED","0:11:15","48000M","billing=2+","11:31.8",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:11:32 cpu=00:00:00"," fs/disk=1200643591 fs/disk=2332"," mem=12056616K mem=0"," vmem=13831380K vmem=0","NSCLC_GSE179373.secondStage.h5","72M","NSCLC_GSE179373.secondStage.h5","yes"
"UVM_GSE160883",99,"T020188","Human","None",6,"12,977","inDrop","Primary","34518527","CD8T, Malignant, Mono/Macro, Photoreceptor","CD8T, Malignant, Mono/Macro, Photoreceptor","Immune cells, Malignant cells, Stromal cells",FALSE,124.6,NA,NA,"",NA,12977,"GSE160883","UVM",FALSE,"",NA,"7589715_99","array_7589715_99.out","UVM_GSE160883","12977","43.36310374","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:43:27",NA,NA,"24000M","43:29.8","46M","6-Aug","15:52","UVM_GSE160883.pipeline.h5","COMPLETED","7724024_99",7724024,"array",24,"COMPLETED","0:10:01","48000M","billing=2+","10:24.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:10:25 cpu=00:00:00"," fs/disk=8207957 fs/disk=2332"," mem=10725272K mem=0"," vmem=12476760K vmem=0","UVM_GSE160883.secondStage.h5","57M","UVM_GSE160883.secondStage.h5","yes"
"CLL_GSE152469",100,"T020019","Human","Targeted therapy",1,"13,017","CITE-seq","Relapsed","33298182","CD4Tconv, CD8T, Malignant, Mono/Macro, NK, Tprolif","CD4Tconv, CD8T, Malignant, Mono/Macro, NK, Tprolif","Immune cells, Malignant cells, Stromal cells",FALSE,97.2,NA,NA,"",NA,13017,"GSE152469","CLL",FALSE,"",NA,"7589715_100","array_7589715_100.out","CLL_GSE152469","13071","20.39158062","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:20:28",NA,NA,"24000M","20:31.3","39M","6-Aug","15:51","CLL_GSE152469.pipeline.h5","COMPLETED","7724024_100",7724024,"array",24,"COMPLETED","0:08:41","48000M","billing=2+","09:01.1",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:09:00 cpu=00:00:00"," fs/disk=1140640910 fs/disk=2332"," mem=6149200K mem=0"," vmem=7792564K vmem=0","CLL_GSE152469.secondStage.h5","45M","CLL_GSE152469.secondStage.h5","yes"
"Neurofibroma_GSE163028",101,"T020164","Human","None",3,"13,152","10x Genomics","Primary","33413690","DC, Endothelial, Fibroblasts, HSC, Pericytes, Schwann ","DC, Endothelial, Fibroblasts, HSC, Pericytes, Schwann ","Immune cells, Stromal cells",TRUE,112.4,NA,NA,"",NA,13152,"GSE163028","Neurofibroma",FALSE,"",NA,"7592404_101","array_7592404_101.out","Neurofibroma_GSE163028","13152","28.796374","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:28:52",NA,NA,"24000M","28:58.2","46M","6-Aug","15:52","Neurofibroma_GSE163028.pipeline.h5","COMPLETED","7724024_101",7724024,"array",24,"COMPLETED","0:09:13","48000M","billing=2+","09:34.2",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:09:34 cpu=00:00:00"," fs/disk=1175323098 fs/disk=2332"," mem=6996060K mem=0"," vmem=8707472K vmem=0","Neurofibroma_GSE163028.secondStage.h5","57M","Neurofibroma_GSE163028.secondStage.h5","yes"
"CLL_GSE142744",102,"T020096","Human","None",2,"13,552","10x Genomics","Primary","None","B, CD4Tconv, CD8T, CD8Tex, Mast, Mono/Macro, NK","B, CD4Tn, CD8Teff, CD8Tex, M1, Mast, Monocyte, NK","Immune cells",FALSE,135.4,NA,NA,"",NA,13552,"GSE142744","CLL",FALSE,"",NA,"7592404_102","array_7592404_102.out","CLL_GSE142744","13550","23.88429481","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:23:57",NA,NA,"24000M","24:06.3","54M","6-Aug","15:51","CLL_GSE142744.pipeline.h5","COMPLETED","7724024_102",7724024,"array",24,"COMPLETED","0:10:08","48000M","billing=2+","10:23.6",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:10:24 cpu=00:00:00"," fs/disk=1317531265 fs/disk=2332"," mem=13062596K mem=0"," vmem=14906560K vmem=0","CLL_GSE142744.secondStage.h5","68M","CLL_GSE142744.secondStage.h5","yes"
