"Dataset.Name","X","dataset.index","ID","Species","Treatment","Patients","Cells","Platform","Pri...Meta","PMID","major.cts","minor.cts","endo.ist","folder_size","ISCVAM_simple","pipeline_interactively","pipeline_without_targets_HPC","pipeline_without_targets_Mac","Number_of_cells","gse_only","cancer.type","glioma.in.gaby","notes","running.time.job.array","JobID","outputFile.name","dataset.name","numb.of.cells","running.time","JobName","Partition","Account","AllocCPUS","State","ExitCode","Elapsed","MaxRSS","MaxVMSize","ReqMem","TotalCPU","file.size","date.modification","time.modification","file.name","State_h5"
"NSCLC_GSE179373",98,98,"T020147","Human","None",3,"12,930","10x Genomics","Primary","35584630","CD4Tconv, CD8T, CD8Tex","CD4Tconv, CD4Tn, CD8Tcm, CD8Teff, CD8Tem, CD8Tex, MAIT, Th2",FALSE,156.5,NA,NA,"",NA,12930,"GSE179373","NSCLC",TRUE,"",NA,"7589715_98","array_7589715_98.out","NSCLC_GSE179373","12930","32.8629186034203","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:32:56",NA,NA,"24000M","32:58.3","59M","6-Aug","15:52","NSCLC_GSE179373.pipeline.h5","COMPLETED"
"NSCLC_GSE99254",93,93,"T010063","Human","None",14,"12,346","Smart-seq2","Primary","29942094","CD4Tconv, CD8T, CD8Tex, Mono/Macro, Tprolif, Treg","CD4Teff, CD4Tn, CD8Tcm, CD8Teff, CD8Tex, Monocyte, Tfh, Th1, Th17, Tprolif, Treg",FALSE,287.1,NA,NA,"",NA,12346,"GSE99254","NSCLC",FALSE,"",NA,"7589715_93","array_7589715_93.out","NSCLC_GSE99254","12344","32.5433936238289","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:32:37",NA,NA,"24000M","32:48.8","147M","6-Aug","15:52","NSCLC_GSE99254.pipeline.h5","COMPLETED"
"OS_GSE162454",159,158,"T020148","Human","None",6,"46,544","10x Genomics","Primary","34367994","CD4Tconv, CD8Tex, Endothelial, Fibroblasts, Malignant, Mono/Macro, Osteoblasts, Plasmocytes","CD4Tconv, CD8Tex, Endothelial, Fibroblasts, Mono/Macro, Osteoblasts, Plasmocytes",TRUE,1090.9,NA,NA,"",NA,46544,"GSE162454","OS",FALSE,"",NA,"7599432_158","array_7599432_158.out","OS_GSE162454","46544","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:02:48",NA,NA,"24000M","1:02:37","366M","9-Aug","14:55","OS_GSE162454.pipeline.h5","COMPLETED"
"OS_GSE162454",160,158,"T020148","Human","None",6,"46,544","10x Genomics","Primary","34367994","CD4Tconv, CD8Tex, Endothelial, Fibroblasts, Malignant, Mono/Macro, Osteoblasts, Plasmocytes","CD4Tconv, CD8Tex, Endothelial, Fibroblasts, Mono/Macro, Osteoblasts, Plasmocytes",TRUE,1090.9,NA,NA,"",NA,46544,"GSE162454","OS",FALSE,"",NA,"7604923_158","array_7604923_158.out","158","22954","not_complete","array","ychen-sha+","ychen-rw",1,"FAILED","1:00","1:25:58",NA,NA,"100G","1:25:47","366M","9-Aug","14:55","OS_GSE162454.pipeline.h5","COMPLETED"
"OSCC_GSE172577",167,165,"T020113","Human","None",6,"57,503","10x Genomics","Primary","34044317","CD8T, Ductal, Endothelial, Epithelial, Gland, Keratinocytes, Malignant, Mast, Mono/Macro, NK, Treg","CD8T, CD8Tcm, cDC1, Ductal, Endothelial, Epithelial, Gland, Keratinocytes, M1, Malignant, Mast, Mono/Macro, NK, Treg",TRUE,1245.7,NA,NA,"",NA,57503,"GSE172577","OSCC",FALSE,"",NA,"7599437_165","array_7599437_165.out","OSCC_GSE172577","57503","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:12:35",NA,NA,"24000M","1:12:28","433M","9-Aug","14:55","OSCC_GSE172577.pipeline.h5","COMPLETED"
"OV_EMTAB8107",124,124,"T020149","Human","None",5,"24,781","10x Genomics","Primary","32561858","B, CD8T, Endothelial, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts, Plasma","B, CD8Tcm, Endothelial, Fibroblasts, M1, Malignant, Monocyte, Myofibroblasts, Plasma",TRUE,491.2,NA,NA,"",NA,24781,"EMTAB8107","OV",FALSE,"",NA,"7594515_124","array_7594515_124.out","OV_EMTAB8107","32386","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:19:55",NA,NA,"24000M","1:19:51","194M","16-Aug","15:29","OV_EMTAB8107.pipeline.h5","COMPLETED"
"OV_GSE115007",46,46,"T010064","Human","None",1,"6,000","10x Genomics","Primary","29967419","DC, Mono/Macro, Plasma","cDC1, cDC2, M2, Monocyte, Plasma",FALSE,80,NA,NA,"",NA,6000,"GSE115007","OV",FALSE,"",NA,"7588117_46","array_7588117_46.out","OV_GSE115007","6000","17.2375446081161","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:17:19",NA,NA,"24000M","17:19.7","37M","6-Aug","15:52","OV_GSE115007.pipeline.h5","COMPLETED"
"OV_GSE118828",7,7,"T010065","Human","None",9,"1,909","Smart-seq2","Primary, Metastatic","30383866","CD4Tconv, Endothelial, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts","CD4Tn, Endothelial, Fibroblasts, M1, Malignant, Myofibroblasts",TRUE,28.4,NA,NA,"",NA,1909,"GSE118828","OV",FALSE,"",NA,"7587715_7","array_7587715_7.out","OV_GSE118828","1909","8.21427874565125","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:08:17",NA,NA,"24000M","08:13.5","29M","6-Aug","15:52","OV_GSE118828.pipeline.h5","COMPLETED"
"OV_GSE130000",86,86,"T020150","Human","None",8,"11,215","Drop-seq","Primary, Metastatic","34992217","CD8Tex, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts","CD8Tex, Fibroblasts, M1, Malignant, Myofibroblasts",FALSE,148,NA,NA,"",NA,11215,"GSE130000","OV",FALSE,"",NA,"7589709_86","array_7589709_86.out","OV_GSE130000","11215","36.6172698895137","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:36:42",NA,NA,"24000M","36:49.1","69M","6-Aug","15:52","OV_GSE130000.pipeline.h5","COMPLETED"
"OV_GSE147082",73,73,"T020151","Human","Immunotherapy",6,"9,796","Drop-seq","Metastatic","34038734","B, CD4Tconv, CD8T, Endothelial, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts, Plasma, Tprolif","B, CD4Tconv, CD8T, Endothelial, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts, Plasma, Tprolif",TRUE,156.7,NA,NA,"",NA,9796,"GSE147082","OV",FALSE,"",NA,"7589699_73","array_7589699_73.out","OV_GSE147082","9796","33.1677137255669","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:33:14",NA,NA,"24000M","33:21.1","88M","6-Aug","15:52","OV_GSE147082.pipeline.h5","COMPLETED"
"OV_GSE151214",168,166,"T020152","Human","None",8,"59,446","10x Genomics","Metastatic","33852846","CD4T, CD8T, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts","CD4T, CD8T, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts",TRUE,629.3,NA,NA,"",NA,59446,"GSE151214","OV",FALSE,"",NA,"7599437_166","array_7599437_166.out","OV_GSE151214","59446","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","2:12:20",NA,NA,"24000M","2:12:15","233M","9-Aug","14:55","OV_GSE151214.pipeline.h5","COMPLETED"
"OV_GSE154600",153,153,"T020153","Human","None",5,"42,583","10x Genomics","Primary","32747365","B, CD8T, CD8Tex, Endothelial, Epithelial, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts, Plasma, Tprolif","B, CD8Tcm, CD8Tex, CD8Tn, Endothelial, Epithelial, Fibroblasts, M1, Malignant, Monocyte, Myofibroblasts, Plasma, Tprolif",TRUE,589.8,NA,NA,"",NA,42583,"GSE154600","OV",FALSE,"",NA,"7594808_153","array_7594808_153.out","OV_GSE154600","42583","not_complete","array","redwood-s+","owner-gue+",12,"PREEMPTED","0:00","0:25:32",NA,NA,"125G","25:26.2","225M","9-Aug","14:55","OV_GSE154600.pipeline.h5","COMPLETED"
"OV_GSE154763",23,23,"T020154","Human","None",2,"3,888","10x Genomics","Primary","33545035","DC, Mono/Macro","DC, Mono/Macro",FALSE,78.6,NA,NA,"",NA,3888,"GSE154763","OV",FALSE,"",NA,"7587837_23","array_7587837_23.out","OV_GSE154763","3888","11.6794127980868","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:11:45",NA,NA,"24000M","11:47.2","34M","6-Aug","15:52","OV_GSE154763.pipeline.h5","COMPLETED"
"OV_GSE158722",181,179,"T020155","Human","Chemotherapy",21,"96,846","10x Genomics","Primary","34031395","CD8T, Fibroblasts, Malignant, Mono/Macro","CD8T, Fibroblasts, Malignant, Mono/Macro",FALSE,2282,NA,NA,"",NA,96846,"GSE158722","OV",FALSE,"",NA,"7599447_179","array_7599447_179.out","OV_GSE158722","96846","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","2:26:24",NA,NA,"24000M","2:26:17","718M","14-Aug","18:08","OV_GSE158722.pipeline.h5","COMPLETED"
"PAAD_CRA001160",166,164,"T010066","Human","None",35,"57,443","10x Genomics","Primary","31273297","Acinar, B, CD8Tex, DC, Ductal, Endocrine, Endothelial, Fibroblasts, Malignant, Mono/Macro, Plasma, Stellate","Acinar, B, CD8Tex, Ductal, Endocrine, Endothelial, Fibroblasts, M1, Malignant, Monocyte, pDC, Plasma, Stellate",TRUE,1171.8,NA,NA,"",NA,57443,"CRA001160","PAAD",FALSE,"",NA,"7599437_164","array_7599437_164.out","PAAD_CRA001160","57443","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:23:24",NA,NA,"24000M","1:23:17","407M","9-Aug","14:55","PAAD_CRA001160.pipeline.h5","COMPLETED"
"PAAD_GSE111672",48,48,"T010067","Human","None",3,"6,122","inDrop","Primary","31932730","Acinar, CD8T, Ductal, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Neutrophils, Others, Tprolif","Acinar, CD8Tcm, Ductal, Endothelial, Fibroblasts, M1, Malignant, Mast, Neutrophils, Others, Tprolif",TRUE,79.5,NA,NA,"",NA,6122,"GSE111672","PAAD",FALSE,"",NA,"7588117_48","array_7588117_48.out","PAAD_GSE111672","6122","18.6952544649442","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:18:47",NA,NA,"24000M","18:48.5","44M","6-Aug","15:52","PAAD_GSE111672.pipeline.h5","COMPLETED"
"PAAD_GSE141017",37,37,"T020156","Human","None",1,"4,934","10x Genomics","Primary","33649045","CD8T, Fibroblasts, Malignant, Mono/Macro","CD8Tcm, Fibroblasts, M1, Malignant, Monocyte",FALSE,82.9,NA,NA,"",NA,4934,"GSE141017","PAAD",FALSE,"",NA,"7588105_37","array_7588105_37.out","PAAD_GSE141017","4917","20.0544307986895","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:20:07",NA,NA,"24000M","20:11.5","52M","6-Aug","15:52","PAAD_GSE141017.pipeline.h5","COMPLETED"
"PAAD_GSE148673",49,49,"T020157","Human","None",2,"6,196","10x Genomics","Primary","33462507","B, CD8T, Epithelial, Malignant, Mono/Macro, NK","B, CD8T, Epithelial, Malignant, Mono/Macro, NK",FALSE,183.4,NA,NA,"",NA,6196,"GSE148673","PAAD",FALSE,"",NA,"7588117_49","array_7588117_49.out","PAAD_GSE148673","6196","19.2372821410497","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:19:18",NA,NA,"24000M","19:22.7","68M","6-Aug","15:52","PAAD_GSE148673.pipeline.h5","COMPLETED"
"PAAD_GSE154763",12,12,"T020158","Human","None",6,"2,853","10x Genomics","Primary","33545035","DC, Mast, Mono/Macro","DC, Mast, Mono/Macro",FALSE,53.5,NA,NA,"",NA,2853,"GSE154763","PAAD",FALSE,"",NA,"7587776_12","array_7587776_12.out","PAAD_GSE154763","2853","9.75537675221761","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:09:49",NA,NA,"24000M","09:50.3","32M","6-Aug","15:52","PAAD_GSE154763.pipeline.h5","COMPLETED"
"PAAD_GSE154778",106,106,"T020159","Human","None",16,"14,953","10x Genomics","Primary, Metastatic","32988401","CD8T, Epithelial, Fibroblasts, Malignant, Mono/Macro, Plasma","CD8T, Epithelial, Fibroblasts, Malignant, Mono/Macro, Plasma",FALSE,307.9,NA,NA,"",NA,14953,"GSE154778","PAAD",FALSE,"",NA,"7592404_106","array_7592404_106.out","PAAD_GSE154778","14953","43.0045669118563","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:43:04",NA,NA,"24000M","43:18.1","128M","6-Aug","15:52","PAAD_GSE154778.pipeline.h5","COMPLETED"
"PAAD_GSE158356",26,26,"T020160","Human","None",5,"4,113","10x Genomics","Metastatic","33782087","Acinar, B, CD8T, Epithelial, Fibroblasts, Mono/Macro","Acinar, B, CD8T, Epithelial, Fibroblasts, Mono/Macro",FALSE,79.8,NA,NA,"",NA,4113,"GSE158356","PAAD",FALSE,"",NA,"7587837_26","array_7587837_26.out","PAAD_GSE158356","4113","16.963878762722","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:17:02",NA,NA,"24000M","17:03.4","57M","6-Aug","15:52","PAAD_GSE158356.pipeline.h5","COMPLETED"
"PAAD_GSE162708",118,118,"T020161","Human","None",1,"22,133","10x Genomics","Primary, Metastatic","34671197","B, CD8T, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, NK","B, CD8T, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, NK",TRUE,408.1,NA,NA,"",NA,22133,"GSE162708","PAAD",FALSE,"",NA,"7592414_118","array_7592414_118.out","PAAD_GSE162708","22133","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:57:26",NA,NA,"24000M","57:29.4","156M","16-Aug","15:29","PAAD_GSE162708.pipeline.h5","COMPLETED"
"PAAD_GSE165399",69,69,"T020162","Human","None",3,"9,569","GEXSCOPETM","Primary","34326696","Acinar, B, Ductal, Endothelial, Fibroblast, Malignant, Mono/Macro, Plasma, Stellate, Tprolif","Acinar, B, Ductal, Endothelial, Fibroblast, Malignant, Mono/Macro, Plasma, Stellate, Tprolif",TRUE,129.8,NA,NA,"",NA,9569,"GSE165399","PAAD",FALSE,"",NA,"7589680_69","array_7589680_69.out","PAAD_GSE165399","9569","27.2933674375216","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:27:21",NA,NA,"24000M","27:27.9","67M","6-Aug","15:52","PAAD_GSE165399.pipeline.h5","COMPLETED"
"PBMC_30K",135,135,"T010068","Human","None",1,"29,079","10x Genomics","Normal","None","B, CD4Tconv, CD8T, DC, Mono/Macro, NK, Plasma, Tprolif","B, CD4Tn, CD8Tcm, CD8Teff, CD8Tn, cDC2, M1, Monocyte, NK, pDC, Plasma, Tprolif",FALSE,206.7,NA,NA,"",NA,29079,"30K","PBMC",FALSE,"",NA,"7594525_135","array_7594525_135.out","PBMC_30K","29079","48.6254219810168","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:48:43",NA,NA,"24000M","48:53.6","80M","6-Aug","15:52","PBMC_30K.pipeline.h5","COMPLETED"
"PBMC_60K",171,169,"T010069","Human","None",1,"63,628","10x Genomics","Normal","None","B, CD4Tconv, CD8T, DC, Mast, Mono/Macro, NK","B, CD4Tn, CD8Tcm, CD8Tn, M1, Mast, Monocyte, NK, pDC, Th2",FALSE,956.8,NA,NA,"",NA,63628,"60K","PBMC",FALSE,"",NA,"7599437_169","array_7599437_169.out","PBMC_60K","63628","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:07:18",NA,NA,"24000M","1:07:09","304M","14-Aug","18:08","PBMC_60K.pipeline.h5","COMPLETED"
"PBMC_8K",63,63,"T010070","Human","None",1,"8,488","10x Genomics","Normal","None","B, CD4Tconv, CD8T, DC, Mono/Macro, NK","B, CD4Tn, CD8Tcm, CD8Teff, CD8Tn, cDC2, M1, Monocyte, NK, pDC, Th17",FALSE,105.6,NA,NA,"",NA,8488,"8K","PBMC",FALSE,"",NA,"7589680_63","array_7589680_63.out","PBMC_8K","8488","20.5464269359907","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:20:37",NA,NA,"24000M","20:40.8","44M","6-Aug","15:52","PBMC_8K.pipeline.h5","COMPLETED"
"PCFCL_GSE173820",40,40,"T020136","Human","Immunotherapy",1,"5,270","10x Genomics","Primary","34018188","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Mono/Macro, Myofibroblasts","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Mono/Macro, Myofibroblasts",TRUE,44.1,NA,NA,"",NA,5270,"GSE173820","PCFCL",FALSE,"",NA,"7588105_40","array_7588105_40.out","PCFCL_GSE173820","found","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:00:15",NA,NA,"24000M","00:13.9","38M","16-Aug","15:29","PCFCL_GSE173820.pipeline.h5","COMPLETED"
"PPB_GSE163678",92,92,"T020175","Human","None",1,"12,239","10x Genomics","Primary","None","Endothelial, Malignant, Mono/Macro, Pericytes","Endothelial, Malignant, Mono/Macro, Pericytes",TRUE,325.7,NA,NA,"",NA,12239,"GSE163678","PPB",FALSE,"",NA,"7589715_92","array_7589715_92.out","PPB_GSE163678","12239","36.8043628493945","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:36:53",NA,NA,"24000M","37:01.8","108M","6-Aug","15:52","PPB_GSE163678.pipeline.h5","COMPLETED"
"PRAD_GSE137829",64,64,"T020166","Human","None",6,"8,640","10x Genomics","Primary","33328604","B, CD8Tex, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, Plasma","B, CD8Tex, Endothelial, Epithelial, Fibroblasts, M1, Malignant, Mast, Myofibroblasts, Plasma",TRUE,580,NA,NA,"",NA,8640,"GSE137829","PRAD",FALSE,"",NA,"7589680_64","array_7589680_64.out","PRAD_GSE137829","25436","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:14:14",NA,NA,"24000M","1:14:15","226M","16-Aug","15:29","PRAD_GSE137829.pipeline.h5","COMPLETED"
"PRAD_GSE141445",142,142,"T020167","Human","None",13,"33,441","10x Genomics","Primary, Metastatic","33420488","B, CD8Tex, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro","B, CD8Tex, Endothelial, Epithelial, Fibroblasts, M1, Malignant, Mast",TRUE,615.6,NA,NA,"",NA,33441,"GSE141445","PRAD",FALSE,"",NA,"7594530_142","array_7594530_142.out","PRAD_GSE141445","33440","3.28794713689221","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","3:17:28",NA,NA,"125G","3:19:53","235M","6-Aug","15:52","PRAD_GSE141445.pipeline.h5","COMPLETED"
"PRAD_GSE143791",146,146,"T020168","Human","None",16,"36,850","10x Genomics","Metastatic","34719426","B, CD4T, CD8T, DC, Endothelial, Erythroid, Malignant, Mono/Macro, NK, Osteoblasts, Osteoclasts, pDC, Pericytes, Plasma, Progenitor","B, CD4T, CD8T, DC, Endothelial, Erythroid, Malignant, Mono/Macro, NK, Osteoblasts, Osteoclasts, pDC, Pericytes, Plasma, Progenitor",TRUE,493.2,NA,NA,"",NA,36850,"GSE143791","PRAD",FALSE,"",NA,"7594682_146","array_7594682_146.out","PRAD_GSE143791","36850","2.31485956536399","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","2:19:05",NA,NA,"125G","2:21:26","186M","6-Aug","15:52","PRAD_GSE143791.pipeline.h5","COMPLETED"
"PRAD_GSE150692",52,52,"T020169","Human","None",1,"6,710","10x Genomics","Primary","32915138","Acinar, B, CD8Tex, Ductal, Endothelial, Mono/Macro","Acinar, B, CD8Tex, Ductal, Endothelial, M1, Monocyte",TRUE,160.5,NA,NA,"",NA,6710,"GSE150692","PRAD",FALSE,"",NA,"7589664_52","array_7589664_52.out","PRAD_GSE150692","6710","24.578643699487","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:24:39",NA,NA,"24000M","24:40.7","72M","6-Aug","15:52","PRAD_GSE150692.pipeline.h5","COMPLETED"
"PRAD_GSE172301",184,182,"T020170","Human","None",6,"104,021","10x Genomics","Primary","34173975","B, CD8T, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Plasma, SMC","B, CD8T, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Plasma, SMC",TRUE,1400.9,NA,NA,"",NA,104021,"GSE172301","PRAD",FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"470M","14-Aug","18:08","PRAD_GSE172301.pipeline.h5","COMPLETED"
"PRAD_GSE176031",115,115,"T020163","Human","None",11,"18,807","Drop-seq","Primary","35013146","CD8T, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Plasma, Progenitor, Treg","CD8T, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Plasma, Progenitor, Treg",FALSE,286,NA,NA,"",NA,18807,"GSE176031","PRAD",FALSE,"",NA,"7592414_115","array_7592414_115.out","PRAD_GSE176031","18807","49.5882080634435","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:49:39",NA,NA,"24000M","49:51.6","109M","6-Aug","15:52","PRAD_GSE176031.pipeline.h5","COMPLETED"
"RB_GSE166173",179,177,"T020171","Human","None",12,"90,603","10x Genomics","Primary","34003213","Amacrine cell, Cones, Endothelial, Goblet cell, Horizontal cell, Microglia, Muller Glia, Retinal cell","Amacrine cell, Cones, Endothelial, Goblet cell, Horizontal cell, Microglia, Muller Glia, Retinal cell",TRUE,1861.8,NA,NA,"",NA,90603,"GSE166173","RB",FALSE,"",NA,"7599447_177","array_7599447_177.out","RB_GSE166173","90603","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","2:23:12",NA,NA,"24000M","2:23:01","584M","14-Aug","18:08","RB_GSE166173.pipeline.h5","COMPLETED"
"SARC_GSE119352_mouse_aPD1aCTLA4",104,104,"T010071","Mouse","Immunotherapy",NA,"13,789","10x Genomics","Primary","30343900","CD4Tconv, CD8T, DC, Fibroblasts, Mono/Macro, NK, Tprolif","CD8Tn, cDC1, Fibroblasts, M1, M2, Monocyte, NK, pDC, Th1, Tprolif",FALSE,145.9,NA,NA,"",NA,13789,"GSE119352","SARC",FALSE,"",NA,"7592404_104","array_7592404_104.out","SARC_GSE119352_mouse_aPD1aCTLA4","13789","23.1760958433151","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:23:15",NA,NA,"24000M","23:20.8","57M","6-Aug","15:52","SARC_GSE119352_mouse_aPD1aCTLA4.pipeline.h5","COMPLETED"
"SCC_GSE123813_aPD1",128,128,"T010072","Human","Immunotherapy",4,"25,891","10x Genomics","Metastatic","31359002","CD4Tconv, CD8T, CD8Tex, Tprolif, Treg","CD4Tn, CD8Tcm, CD8Teff, CD8Tem, CD8Tex, CD8Tn, Tfh, Th1, Th17, Tprolif, Treg",FALSE,390.5,NA,NA,"",NA,25891,"GSE123813","SCC",FALSE,"",NA,"7594515_128","array_7594515_128.out","SCC_GSE123813_aPD1","25891","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:59:39",NA,NA,"24000M","59:41.3","141M","16-Aug","15:29","SCC_GSE123813_aPD1.pipeline.h5","COMPLETED"
"SCC_GSE144236",129,129,"T020176","Human","None",10,"26,232","10x Genomics","Primary","32579974","B, CD8Tex, DC, Endothelial, Epithelial, Fibroblasts, Melanocytes, Mono/Macro","B, CD8Tex, cDC1, cDC2, Endothelial, Epithelial, Fibroblasts, M1, Melanocytes",TRUE,629.4,NA,NA,"",NA,26232,"GSE144236","SCC",FALSE,"",NA,"7594515_129","array_7594515_129.out","SCC_GSE144236","26232","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:59:32",NA,NA,"24000M","59:33.5","224M","16-Aug","15:29","SCC_GSE144236.pipeline.h5","COMPLETED"
"SCC_GSE145328",127,127,"T020190","Human","None",11,"25,173","10x Genomics","Primary","32550269","CD8T, CD8Tex, Endothelial, Fibroblasts, Tprolif","CD8Tem, CD8Tex, CD8Tn, Endothelial, Fibroblasts, MAIT, Tprolif",TRUE,375.5,NA,NA,"",NA,25173,"GSE145328","SCC",FALSE,"",NA,"7594515_127","array_7594515_127.out","SCC_GSE145328","25169","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:55:43",NA,NA,"24000M","55:39.2","121M","16-Aug","15:29","SCC_GSE145328.pipeline.h5","COMPLETED"
"SCLC_GSE150766",8,8,"T020177","Human","None",1,"1,924","10x Genomics","Primary","34016693","B, CD4Tconv, CD8Tex, Malignant, Mono/Macro, NK","B, CD4Tn, CD8Tex, Malignant, Monocyte, NK, pDC, Th1",FALSE,69.5,NA,NA,"",NA,1924,"GSE150766","SCLC",FALSE,"",NA,"7587715_8","array_7587715_8.out","SCLC_GSE150766","1924","9.7618958234787","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:09:50",NA,NA,"24000M","09:49.6","44M","6-Aug","15:52","SCLC_GSE150766.pipeline.h5","COMPLETED"
"SKCM_GSE115978_aPD1",55,55,"T010073","Human","Immunotherapy",31,"7,186","Smart-seq2","Primary, Metastatic","30388455","B, CD4Tconv, CD8Tex, Endothelial, Fibroblasts, Malignant, Mono/Macro, NK, Tprolif","B, CD4Tn, CD8Tex, Endothelial, Fibroblasts, Malignant, Monocyte, NK, pDC, Tprolif",TRUE,250.2,NA,"31 mins","",NA,7186,"GSE115978","SKCM",FALSE,"",NA,"7589664_55","array_7589664_55.out","SKCM_GSE115978_aPD1","found","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:00:21",NA,NA,"24000M","00:15.6",NA,NA,NA,NA,NA
"SKCM_GSE120575_aPD1aCTLA4",109,109,"T010074","Human","Immunotherapy",48,"16,291","Smart-seq2","Metastatic","30388456","B, CD4Tconv, CD8T, CD8Tex, DC, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Tcm, CD8Tem, CD8Tex, M1, Monocyte, NK, pDC, Plasma, Tfh, Th1, Tprolif, Treg",FALSE,328,NA,NA,"",NA,16291,"GSE120575","SKCM",FALSE,"",NA,"7592404_109","array_7592404_109.out","SKCM_GSE120575_aPD1aCTLA4","16291","42.1083221038183","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:42:10",NA,NA,"24000M","42:25.1","195M","6-Aug","15:52","SKCM_GSE120575_aPD1aCTLA4.pipeline.h5","COMPLETED"
"SKCM_GSE123139",145,145,"T010075","Human","None",25,"35,494","MARS-seq","Primary, Metastatic","30595452","B, CD4Tconv, CD8Tex, DC, Fibroblasts, Mono/Macro, Plasma, Tprolif","B, CD4Tn, CD8Tex, cDC2, Fibroblasts, M1, Monocyte, pDC, Plasma, Tprolif",FALSE,286,NA,NA,"",NA,35494,"GSE123139","SKCM",FALSE,"",NA,"7594530_145","array_7594530_145.out","SKCM_GSE123139","found","not_complete","array","redwood-s+","owner-gue+",12,"FAILED","1:00","0:00:32",NA,NA,"125G","00:20.4",NA,NA,NA,NA,NA
